Result Number;Titolo;Descrizione;Immagine;Data;Link
1;MUSICA, MAESTRI! - UN LIBRO PER UN CONCERTO;Nell'ambito delle attività culturali per le festività natalizie e di capodanno sostenute dal Comune di Palermo, in cartellone 7 concerti di musica sacra, antica, corale, polifonica, della tradizione popolare e natalizia.;http://www.comune.palermo.it/img/news/corale.png;27-DIC-13;http://www.comune.palermo.it/noticext.php?id=3304
2;GESUITI SICILIANI DEL '600 IN CINA;Gesuiti Siciliani del '600 nel Celeste Impero relazioni di lunga data tra Sicilia e Cina - Galleria d'Arte Moderna Via Sant' Anna, 21 giorno 27 Dicembre ore 9:30.;http://www.comune.palermo.it/img/news/gesuiti_siciliani.png;27-DIC-13;http://www.comune.palermo.it/noticext.php?id=3297
3;MOSTRA DI PITTURA DOMENICO GIACALONE;"""Dipingere è come percorrere una strada... Colori, odori, sensazioni...un viaggio dal corpo alla mente passando dall'anima..."" Dal 21 al 31 dicembre 2013 Galleria di Villa Niscemi P.zza dei Quartieri,2 Palermo";http://www.comune.palermo.it/img/news/do_gioior.png;21-DIC-13;http://www.comune.palermo.it/noticext.php?id=3221
4;SI RINNOVA LA TRADIZIONE DEL CONCERTO DI CAPODANNO;In programma un’antologia di pagine del repertorio classico, dell’operetta e del cinema;http://www.comune.palermo.it/img/news/massimo_03.png;20-DIC-13;http://www.comune.palermo.it/noticext.php?id=3225
5;NATALE IN MUSICA;Noa e l'Orchestra Sinfonica Giovanile del Conservatorio Vincenzo Bellini;http://www.comune.palermo.it/img/news/Noa.png;18-DIC-13;http://www.comune.palermo.it/noticext.php?id=3216
6;MOSTRA TRIBUTE;"TRIBUTE - "" Creare è dare forma al proprio destino” - 21 dicembre 2013 – 31 gennaio 2014 Palazzo Ziino Palermo Via Dante 53";http://www.comune.palermo.it/img/news/tribute.png;18-DIC-13;http://www.comune.palermo.it/noticext.php?id=3262
7;PRESENTAZIONE DEL LIBRO-IL FILO DI ARIANNA;"Presentazione del libro di poesie dal titolo: "" Il Filo di Arianna"" di Maria Cristina Pensovecchio presso la sala convegni di Palazzo Ziino in via Dante 53 il giorno 19 Dicembre 2013 dalle ore 17,30 alle ore 19,30. Presenta: Maria Cubito - Letture a cura di Stefania Blandeburgo - Accompagnamento musicale: Romina Copernico (Arpa)";http://www.comune.palermo.it/img/news/filo_arianna.png;16-DIC-13;http://www.comune.palermo.it/noticext.php?id=3243
8;CONCERTO DI NATALE;"Concerto di Natale presso la chiesa del SS. Salvatore a Palermo 14 dicembre ore 21.15 - Gliarchiensemble - Mario Stefano Pietrodarchi, Pamela Chiarico e Salvatore Scinardi - Coro Lirico ""Conca d'Oro"" diretto da Domenico Guzzardo.";http://www.comune.palermo.it/img/news/concerto_natale.png;14-DIC-13;http://www.comune.palermo.it/noticext.php?id=3152
9;PROSA TEATRO CRYSTAL;"Nell’ambito della rassegna teatrale curata dal Comune di Palermo il Teatro Crystal, Via Mater Dolorosa 64/a, offrirà nei prossimi giorni due importanti appuntamenti con il teatro tradizionale di prosa: ""Oggi Pirandello"" da mercoledì 11 a domenica 15 dicembre";http://www.comune.palermo.it/img/news/teatro_cristal.jpg;11-DIC-13;http://www.comune.palermo.it/noticext.php?id=3220
10;PERSONALE DI ROSARIO LO RE;AFRIKA - Personale dell'Artista Rosario Lo Re dal 13 al 19 dicembre 2013. Villa Niscemi, P.zza dei Quartieri, 2 Palermo - giorni feriali dalle 9.30 alle 13.30 e dalle 16.30 alle19.30 - domenica dalle 9.30 alle 12.30;http://www.comune.palermo.it/img/news/mostra_africa.jpg;10-DIC-13;http://www.comune.palermo.it/noticext.php?id=3215
11;DA PALERMO A NEW ORLEANS... E FU SUBITO JAZZ;""" da Palermo a New Orleans... e fu subito Jazz"" di Renzo Arbore. La manifestazione si svolgerà venerdì 13 dicembre alle ore 20,00 presso i Cantieri Culturali alla Zisa. INGRESSO LIBERO A INVITI FINO A ESAURIMENTO POSTI";http://www.comune.palermo.it/img/news/subito_jazz.jpg;06-DIC-13;http://www.comune.palermo.it/noticext.php?id=3200
12;MOSTRA MARCELLO F. CALIRI;Mostra pittorica del Maestro Marcello F. Caliri - Sotto il cielo di Palermo - oli e grafiche - Villa Niscemi p.zza dei Quartieri, 2 Palermo dal 6 al 12 dicembre 2013 - 10.00 13.00 e 16.30 19.30 festivi 10.00 13.00;http://www.comune.palermo.it/img/news/mostra_marcello_caliri.png;06-DIC-13;http://www.comune.palermo.it/noticext.php?id=3188
13;PRESENTAZIONE LIBRO;"Presentazione del libro "" Quattro canti di Palermo L'Ottagono del sole"" Con il patrocinio del Comune di Palermo - Venerdi 6 dicembre ore 17,45 Palazzo delle Aquile - Piazza Pretoria";http://www.comune.palermo.it/img/news/ottagono_delsole_1.png;06-DIC-13;http://www.comune.palermo.it/noticext.php?id=3087
14;NULLA SU DI NOI SENZA DI NOI;"Mostra fotografica "" Nulla Su di Noi Senza di Noi"" Palermo 2 Dicembre 2013 Real Fonderia alla Cala. Giornata internazionale delle persone con disabilità. Conferenza stampa ore 17.00";http://www.comune.palermo.it/img/news/nullasudinoi.jpg;02-DIC-13;http://www.comune.palermo.it/noticext.php?id=3189
15;ANNIVERSARIO PROCLAMAZIONE SAN BENEDETTO;Manifestazione - Il Giardino di San Benedetto il Moro - Ricorrenza del 361° anniversario della proclamazione da parte del Senato Palermitano di San Benedetto quale Patrono della città. Convento di Santa Maria di Gesù giovedì 28 novembre 2013 - ore 17,00;http://www.comune.palermo.it/img/news/san_benedetto.jpg;28-NOV-13;http://www.comune.palermo.it/noticext.php?id=3116
16;MOSTRA JLENIA PACE - MARIA GRAZIA SCARDAMAGLIA;"Mostra "" Uno sguardo ... Un'Emozione nell'anima"" - Jlenia Pace e Maria Grazia Scardamaglia - dal 29/11/2013 al 05/12/2013 Villa Niscemi P.zza dei Quartieri,2, Palermo";http://www.comune.palermo.it/img/news/uno_sguardo.png;26-NOV-13;http://www.comune.palermo.it/noticext.php?id=3151
17;LA MOSTRA CALAVERAS;"L’Istituto Statale d’Arte di Palermo ""Vincenzo Ragusa e Otamà Kiyoara,"" presenta una mostra dal titolo "" Calaveras- F (t)este Essenziali"" Spazio espositivo Villa Niscemi (p.zza dei Quartieri,2) dal 23/11/2013 al 26/11/2013";http://www.comune.palermo.it/img/news/Calaveras.png;23-NOV-13;http://www.comune.palermo.it/noticext.php?id=3136
18;ILLUSTRAMENTE 2013;Illustramente 2013 – Festival dell’illustrazione per l’infanzia – Seconda edizione - Il treno del sole – Le migrazioni spiegate ai bambini. Giovedì 21 novembre prossimo, presso l’Arsenale della Regia Marina di Palermo, a partire dalle ore 9, per poi concludersi domenica 24.;http://www.comune.palermo.it/img/news/illustramente.png;21-NOV-13;http://www.comune.palermo.it/noticext.php?id=3106
19;GIORNATA INTERNAZIONALE CONTRO LA VIOLENZA;"Il Comune di Palermo, insieme all'Associazione Italiana Donne Medico di Palermo, in occasione della Giornata Internazionale contro la violenza sulle donne, organizza al Teatro Dante, piazza Lolli 21, giorno 25 novembre alle ore 17,00 l'evento "" Donne insieme contro la violenza""";http://www.comune.palermo.it/img/news/donne_violenza.jpg;20-NOV-13;http://www.comune.palermo.it/noticext.php?id=3128
20;MOSTRA MARCELLO SCUFFI;"Palazzo Ziino Via Dante 53 ospita la Mostra dl ""Marcello Scuffi. Una questione di impegno."" A cura di Daniela Brignone e Giovanni Faccenda Dal l4 Novembre al l4 Dicembre 2Ol3 Dal Lunedi al Sabato dalle ore 9.30 alle 18.30";http://www.comune.palermo.it/img/news/mostra_scuffi.png;14-NOV-13;http://www.comune.palermo.it/noticext.php?id=3119
21;THE BRIDGE - UN PONTE PER LA TANZANIA;Il 12 e il 13 ottobre ti aspettiamo a Palermo in Piazza Politeama per aiutarci a costruire un centro di prima accoglienza ad Ipogoro in Tanzania;http://www.comune.palermo.it/img/news/the_bridge.jpg;04-OTT-13;http://www.comune.palermo.it/noticext.php?id=2786
22;GIOVANI TALENTI - CONTRO LA VIOLENZA ALLE DONNE;""" Concorso per la campagna di sensibilizzazione per dire NO alla violenza contro le donne"" - I lavori dovranno pervenire esclusivamente a mezzo raccomandata A/R al seguente indirizzo: Coordinamento21luglio Palermo C/O UDIPALERMO – Via XX Settembre 57, 90141 Palermo entro il 4 novembre 2013.";http://www.comune.palermo.it/img/news/violenza_01.png;04-OTT-13;http://www.comune.palermo.it/noticext.php?id=2784
23;GIACOMO LICCIARDI;Giacomo Licciardi - ebanista restauratore - Mostra di quadri intagliati su tavole a basso rilievo sulle tradizioni siciliane. Esposizione dal 05/10/2013 al 10/10/2013 - Villa Niscemi, p.zza dei Quartieri, 2 - giorni feriali dalle ore 9,30 alle 13,30 e dalle 16,30 alle 19,30 - domenica dalle 9,30 alle 12,30;http://www.comune.palermo.it/img/news/licciardi.jpg;01-OTT-13;http://www.comune.palermo.it/noticext.php?id=2765
24;SETTIMANA MONDIALE ALLATTAMENTO;In occasione della SAM 2013 le associazioni Famiglie per mano - con il patrocinio del comune di Palermo - vi invitano a partecipare ad una grande festa dedicata a la famiglia che si terrà giorno 5 ottobre a partire dalle ore 09,00 a Villa Niscemi;http://www.comune.palermo.it/img/news/allattamento.jpg;30-SET-13;http://www.comune.palermo.it/noticext.php?id=2761
25;GIORNATE SICILIANE DI DIRITTO ITALO-TEDESCO;Giornate Siciliane di Diritto Italo-Tedesco:dal 30 settembre al 04 ottobre convegno giuridico internazionale avente ad oggetto il diritto comparato italo-tedesco in ambito di diritto successorio e regimi patrimoniali della famiglia. L'evento ha avuto il Patrocinio del Comune di Palermo.;http://www.comune.palermo.it/img/news/tedesco_01.jpg;30-SET-13;http://www.comune.palermo.it/noticext.php?id=1678
26;FESTIVAL DELLA LEGALITA';Sei giorni per parlare di legalità, per riannodare i fili della discussione nel segno di don Pino Puglisi. Festival della Legalità, in programma a Villa Filippina, a Palermo, tutte le mattine da lunedì 30 settembre a sabato 5 ottobre 2013.;http://www.comune.palermo.it/img/news/festival_legalita.jpg;27-SET-13;http://www.comune.palermo.it/noticext.php?id=2747
27;MOSTRA DI ARTIGIANATO AL FEMMINILE;"Mostra di artigianato al femminile a cura dell'associazione "" Donne di Sicilia"" - dal 27/09/2013 al 03/10/2013 -Galleria di Villa Niscemi(Piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/artgianato_femminile.jpg;27-SET-13;http://www.comune.palermo.it/noticext.php?id=2716
28;INVITO FESTA DEI NONNI;Il 2 ottobre 2013, al Parco Ninni Cassarà, ingresso da C.so Pisani, avrà luogo la Festa dei Nonni, organizzata dal Servizio Sociale del Centro Diurno Anziani del Comune di Palermo, Settore Servizi Socio-Assistenziali.;http://www.comune.palermo.it/img/news/festa_nonni.jpg;27-SET-13;http://www.comune.palermo.it/noticext.php?id=2741
29;ASSOCIAZIONE DAEDALUM;"Associazione Daedalum - Le rappresentazioni degli spettacoli per la rassegna ""Io ti Racconto"" presso il Teatro di via Gesù e Maria al Papireto n.8 si svolgeranno dal 26 al 28 settembre 2013 alle ore 21,00. Ingresso libero fino ad esaurimento posti.";http://www.comune.palermo.it/img/news/daedalum.jpg;25-SET-13;http://www.comune.palermo.it/noticext.php?id=2733
30;L'SOLA DEL TEATRO;"L'isola del Teatro - rassegna di autori siciliani, teatro d'arte - comico - popolare - contemporaneo - prima edizione 2013. ""Papà la cocque"" con Sergio Vespertino 24 e 25 settembre ore 21.30 - Teatro Agricantus Via Nicolò Garzilli, 89 - infoline 091309636.";http://www.comune.palermo.it/img/news/isolateatro_01.png;24-SET-13;http://www.comune.palermo.it/noticext.php?id=2646
31;SICILIAN PUPPET SHOWS;Sicilian Puppet Shows - Teatro Carlo Magno Opera dei Pupi - Enzo Mancuso. Orlando Contro Agricane - libero adattamento scenico e regia di Enzo Mancuso giorni 24 e 28 Settembre - Teatro Stabile via Collegio di Maria al Borgo,17. Evento rinviato a data da destinare;http://www.comune.palermo.it/img/news/carlomagno_01.png;24-SET-13;http://www.comune.palermo.it/noticext.php?id=2652
32;PERSONALE DI PITTURA PENSOVECCHIO IGNAZIO;"4° Personale di Pittura di Ignazio Pensovecchio "" Pictorial Profoundism"" - dal 21/09/2013 al 26/09/2013 presso la Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/pensovecchio_02.png;21-SET-13;http://www.comune.palermo.it/noticext.php?id=2665
33;L'ISOLA DEL TEATRO;"L'isola del Teatro - rassegna di autori siciliani, teatro d'arte - comico - popolare - contemporaneo - prima edizione 2013. ""Io le dissi che non credo"" con R.Burgio, E. Pistillo, G. Giallombardo e D. Frasca - 21 settebre ore 21.30 - 22 settembre ore 18.45 - Teatro Agricantus via Nicolò Garzilli, 89 - infoline 091309636";http://www.comune.palermo.it/img/news/isolateatro_01.png;21-SET-13;http://www.comune.palermo.it/noticext.php?id=2645
34;EDUCARE ALLA PACE;La Presidenza del Consiglio Comunale aderisce alla Giornata Internazionale della Pace - sabato 21 settembre alle ore 10.00 presso Palazzo delle Aquile - Sala delle Lapidi;http://www.comune.palermo.it/img/news/pace.jpg;20-SET-13;http://www.comune.palermo.it/noticext.php?id=2703
35;L'ISOLA DEL TEATRO;"L'isola del Teatro - rassegna di autori siciliani, teatro d'arte - comico - popolare - contemporaneo prima edizione - anno 2013. ""Parla Palermo"" con Costanza Licata e Salvo Piparo - 19 e 20 settembre ore 21.30 - Teatro Agricantus via Nicolò Garzilli 89 - infoline 091309636.";http://www.comune.palermo.it/img/news/isolateatro_01.png;19-SET-13;http://www.comune.palermo.it/noticext.php?id=2644
36;L'ISOLA DEL TEATRO;"L'isola del Teatro - rassegna di autori siciliani, teatro d'arte - comico - popolare - contemporaneo prima edizione 2013. "" Al Buio"" con Ernesto Maria Ponte mercoledì 18 settembre ore 21.30 - Teatro Agricantus - via Nicolò Garzilli, 89 - infoline 091309636.";http://www.comune.palermo.it/img/news/isolateatro_01.png;18-SET-13;http://www.comune.palermo.it/noticext.php?id=2643
37;PERSONALE DI VINCENZO RAIMONDO;"Vincenzo Raimondo: ""Le mani l'amore e la passione"" - Riflessioni sul valore della femminilità - Chiaroscuri narrati dalle poesie di Lia Dieli - dal 14/09/2013 al 19/09/2013 presso la Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/raimondo_01.png;14-SET-13;http://www.comune.palermo.it/noticext.php?id=2636
38;SECONDA EDIZIONE DI ESTATE AL VERDURA;Dreaming New York - Musiche di G. Gershwin, L. Bernstein Venerd' 13 settembre alle ore 21:15 - Teatro Politeama;http://www.comune.palermo.it/img/news/verdura.png;13-SET-13;http://www.comune.palermo.it/noticext.php?id=2374
39;CONFERENZA STAMPA DELL'A.F.A.P.;A.F.A.P., con il patrocinio del Comune di Palermo, terrà una Conferenza stampa per il diritto di ogni bambino a una famiglia il 24 settembre alle ore 9,30 nell'aula Consiliare di Palazzo delle Aquile;http://www.comune.palermo.it/img/news/famiglie_affidatarie_2.jpg;12-SET-13;http://www.comune.palermo.it/noticext.php?id=2660
40;DIECI NOTTI AL MUSEO;"MANIFESTAZIONE ANNULLATA Cantieri Culturali alla Zisa ""Azioni sonore"" - Performance musicale di Gianni Gebbia, a seguire visita guidata da Paola Nicita alla mostra Azisa. Giovedì 12 settembre ore 21:00.";http://www.comune.palermo.it/img/news/cantierizisa_01.png;11-SET-13;http://www.comune.palermo.it/noticext.php?id=2503
41;SICILIA. IL PETROLIO MI STA STRETTO;Tavola rotonda sulle trivellazioni nel Mediterraneo a cura del WWF e dell'ARS IV Commissione Ambiente e Territorio. Giorno 14/11/2013 dalle ore 10,00 alle ore 13,30 presso la Sala Gialla di Palazzo dei Normanni.;http://www.comune.palermo.it/img/news/trivellazioni.png;14-NOV-13;http://www.comune.palermo.it/noticext.php?id=3000
42;CONCERTI A PALAZZO DELLE AQUILE;Concerti a Palazzo delle Aquile - Tutte le domeniche dal 10 novembre al 29 dicembre 2013 alle ore 11,30 con il Patrocinio del Sindaco di Palermo e del Presidente del Consiglio Comunale. Ingresso libero sino a esaurimento posti disponibili.;http://www.comune.palermo.it/img/news/concerti_palazzo_aquile.png;13-NOV-13;http://www.comune.palermo.it/noticext.php?id=3072
43;SETTIMANA DEL GIOCO IN SCATOLA;"Al via la terza ""Settimana del gioco in scatola"", manifestazione incentrata sui giochi in scatola, organizzata dalla Ditta Sara Giocattoli s.r.l. col patrocinio del Comune di Palermo. L'evento si terrà dal 16 al 24 c.m. presso Villa Niscemi.";http://www.comune.palermo.it/img/news/lasettimana_delgioco.png;12-NOV-13;http://www.comune.palermo.it/noticext.php?id=3053
44;MOSTRA COLLETTIVA DI PITTURA A VILLA NISCEMI;"Mostra collettiva di pittura ""Introspezione temporale"" - Artisti dell'acquerello Dal 15 al 21 Novembre 2013 - Villa Niscemi";http://www.comune.palermo.it/img/news/locandina_mostra_pittura105.jpg;12-NOV-13;http://www.comune.palermo.it/noticext.php?id=3066
45;FULBRIGHT IN ITALIA;65° anniversario Fulbright in Italia. Le borse di studio Fulbright e le opportunità di studio, ricerca ed insegnamento negli Stati Uniti per laureati, ricercatori e docenti universitari. Palermo 19 novembre 2013 Università degli Studi di Palermo Viale delle Scienze Sala Consiglio - Facoltà di Ingegneria edificio 7 piano terra;http://www.comune.palermo.it/img/news/giornata_fulbright.jpg;12-NOV-13;http://www.comune.palermo.it/noticext.php?id=3050
46;MARIA CAROLINA D'ASBURGO;Mostra pittorica e fotografica - Evento promosso dal Circolo S.Matteo - Maria Carolina d'Asburgo - Area d'Arte Villa Niscemi P.zza dei Quartieri,2 Palermo dal 9 al 14 novembre 2013;http://www.comune.palermo.it/img/news/villa_niscemi_105.jpg;09-NOV-13;http://www.comune.palermo.it/noticext.php?id=3007
47;SERATA DI BENEFICENZA E RACCOLTA FONDI;Per tenere viva l’attenzione sul tema della violenza sulle donne, sarà organizzata un’iniziativa dal titolo “don’t forget the woman in your life”, che si svolgerà il prossimo 10 novembre alle ore 18.30 presso il Teatro Biondo di Palermo.;http://www.comune.palermo.it/img/news/forget_the_woman.jpg;05-NOV-13;http://www.comune.palermo.it/noticext.php?id=3003
48;SEI LUOGHI, SEI CONCERTI IN SIMULTANEA;40°Congresso Annuale Association Européenne des Conservatoires;http://www.comune.palermo.it/img/news/conservatorio.png;04-NOV-13;http://www.comune.palermo.it/noticext.php?id=2999
49;LE GIORNATE DELL'ECONOMIA DEL MEZZOGIORNO;"La Fondazione Centro Ricerche Economiche "" Angelo Curella"",in collaborazione con il Diste Consulting, organizza ""Le Giornate dell’Economia del Mezzogiorno"", iniziativa giunta alla VI edizione";http://www.comune.palermo.it/img/news/legiornate_dell_economia.jpg;04-NOV-13;http://www.comune.palermo.it/noticext.php?id=2876
50;PICCIRIDDI E STRUMMOLE;"III Edizione del Gioco e del Giocattolo ""Picciriddi e Strummole"" dal 1 al 3 Novembre 2013 presso il Parco Ninni Cassarà. Una manifestazione nata dalla voglia di pensare e costruire ""una"" Palermo a misura di bambino. L'evento ha avuto il Patrocinio del Comune di Palermo";http://www.comune.palermo.it/img/news/strummule_105.jpg;01-NOV-13;http://www.comune.palermo.it/noticext.php?id=2923
51;LA LETTERATURA CINESE;Ponte culturale verso lo sviluppo. Convegno Venerdi, 26 aprile 2013 presso Villa Niscemi, Sala delle Carrozze, (Piazza dei Quartieri, 2) dalle 09,30 alle 13,00;http://www.comune.palermo.it/img/news/cina_cultura_105.jpg;24-APR-13;http://www.comune.palermo.it/noticext.php?id=1725
52;EARTH DAY;Earth Day 43° giornata mondiale della terra in cui si celebra l'ambiente e la salvaguardia del pianeta. Orto Botanico 21 e 22 aprile 2013. L'evento ha avuto il Patrocinio del Comune di Palermo.;http://www.comune.palermo.it/img/news/eartday_01.jpg;21-APR-13;http://www.comune.palermo.it/noticext.php?id=1618
53;PERSONALE DI MISHA LENN;""" Attimi di Bellezza"" mostra del pittore russo Misha Lenn dal 19 al 24 Aprile presso la Galleria di Villa Niscemi. Per la prima volta in Italia gli acquarelli di Misha Lenn saranno esposti in occasione del festival "" Primavera Russa a Palermo"".";http://www.comune.palermo.it/img/news/lenn_01.jpg;19-APR-13;http://www.comune.palermo.it/noticext.php?id=1674
54;PRIMAVERA RUSSA A PALERMO;""" Primavera Russa a Palermo"" dedicato al X° anniversario del Consolato Generale della Russia a Palermo. Il Festival si svolgerà dal 19 al 27 aprile. Il 18 aprile alle 11.30 a Villa Niscemi avrà luogo la conferenza stampa con il Sindaco Leoluca Orlando e il Console Vladimir Korotkov.";http://www.comune.palermo.it/img/news/festival.jpg;19-APR-13;http://www.comune.palermo.it/noticext.php?id=1687
55;PROGETTO TERRITORIO SNODO 2;Workshop di approfondimento dal Nodo Metropolitano di Palermo alla Piattaforma Integrata della Regione Sicilia. L'evento si svolgerà il 19 aprile alle ore 9,00 presso la Galleria d'Arte Moderna in Via S.Anna, 21.;http://www.comune.palermo.it/img/news/snodo_01.jpg;17-APR-13;http://www.comune.palermo.it/noticext.php?id=1466
56;25 APRILE SEMPRE;Manifestazioni per il 70° Anniversario della Resistenza;http://www.comune.palermo.it/img/news/liberazione_01.jpg;16-APR-13;http://www.comune.palermo.it/noticext.php?id=1669
57;LA VITA E' UN DONO;"Presidenza Consiglio Comunale V Commissione Sport: "" La prevenzione nello Sport "" La Vita è un Dono Vivi Bene, Vivi Meglio sabato 13 aprile ore 10,00 Palazzo delle Aquile - domenica 14 aprile dalle ore 15,00 alle 21,00 Palaoreto.";http://www.comune.palermo.it/img/news/lavitaundono_01.jpg;13-APR-13;http://www.comune.palermo.it/noticext.php?id=1630
58;MOSTRA COLLETTIVA;""" Visuali soggettive"" paesaggi . Mostra collettiva proposta dagli allievi del II anno dell'Accademia di Belle Arti - dal 12/04/2013 al 18/04/2013 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/collettiva_villaniscemi_01.jpg;12-APR-13;http://www.comune.palermo.it/noticext.php?id=1617
59;PROGETTO AXE';"Progetto Axè "" Introduzione all'ArtEducazione"" - La metodologia pedagogica che attraverso l'arte ha dato un futuro a migliaia di bambini e ragazzi in difficoltà - dal 08 al 12 aprile dalle 9:30 alle 14:00 presso la Galleria d' Arte Moderna via Sant' Anna, 21.";http://www.comune.palermo.it/img/news/axe_01.jpg;08-APR-13;http://www.comune.palermo.it/noticext.php?id=1606
60;PERSONALE DI TIZIANA MARINO;"Tiziana Marino : personale di pittura "" I Colori del risveglio"" - dal 06/04/2013 all'11/04/2013 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/marino_01.jpg;06-APR-13;http://www.comune.palermo.it/noticext.php?id=1589
61;TREKKING URBANO NAZIONALE;X Trekking urbano nazionale organizzato dal Comune di Palermo e da numerosi comuni italiani il prossimo 31 Ottobre e 1 Novembre dalle ore 10,00;http://www.comune.palermo.it/img/news/palermo_delle_donne.png;27-OTT-13;http://www.comune.palermo.it/noticext.php?id=2863
62;ROSA MINGOIA;Rosa Mingoia: “La donna l’amore e la vita” – Rappresentazioni umane e paesaggistiche cariche di calore e vitalità dal 26/10/2013 al 02/11/2013 presso la Galleria di Villa Niscemi (Piazza dei Quartieri, 2).;http://www.comune.palermo.it/img/news/rosa_mingoia.jpg;25-OTT-13;http://www.comune.palermo.it/noticext.php?id=2887
63;CONVEGNO NAZIONALE DI TOPONOMASTICA FEMMINILE;"Dal 31 Ottobre al 3 Novembre c.a. si svolgerà a Palermo presso la sala V. De Seta dei Cantieri Culturali alla Zisa il II Convegno Nazionale di Toponomastica Femminile ""Le strade, luoghi di memoria, non di violenza""";http://www.comune.palermo.it/img/news/toponomastica_105.jpg;24-OTT-13;http://www.comune.palermo.it/noticext.php?id=2924
64;LA PALERMO DELLE DONNE;Giorno 1 Novembre ore 18,00 presso l'aula Chiazzese dell'Ex Convento dei Teatini - facoltà di Giurisprudenza - Via Maqueda, 172, Marina Finettino presenterà - LA PALERMO DELLE DONNE;http://www.comune.palermo.it/img/news/palermo_donne.jpg;24-OTT-13;http://www.comune.palermo.it/noticext.php?id=2925
65;GIACOMO MURAGLIA;Giacomo Muraglia esposizione dal 18 al 24 Ottobre 2013 - Matter over Matter - mostra di scultura. Galleria di Villa Niscemi P.zza dei Quartieri, 2;http://www.comune.palermo.it/img/news/giacomo_muraglia.png;18-OTT-13;http://www.comune.palermo.it/noticext.php?id=2864
66;SBACCHI SALVATORE;Mostra personale antologica - Momenti estemporanei - ieri ed oggi - dal 12 ottobre al 17 ottobre 2013 - Villa Niscemi (p.zza dei Quartieri, 2);http://www.comune.palermo.it/img/news/sbacchi_salvatore.jpg;12-OTT-13;http://www.comune.palermo.it/noticext.php?id=2779
67;UNA MANOVRA PER LA VITA;"Società Italiana Medicina Emergenza Urgenza Pediatrica - "" Bambini da Amare, Bambini da Salvare""- Domenica 13 ottobre 2013 ore 9,00-13,00 - Giardino Villa d'Orleans - Impara dagli esperti le manovre di disostruzione da corpo estraneo nel bambino";http://www.comune.palermo.it/img/news/manovra_vita.jpg;10-OTT-13;http://www.comune.palermo.it/noticext.php?id=2837
68;L'ORGOGLIO E I PREGIUDIZI;"Il 22 ottobre a Palermo (Villa Niscemi) appuntamento con ""L’orgoglio e i pregiudizi"",il seminario di formazione per giornalisti organizzato dall’Unar e da Redattore Sociale, su genere e orientamento sessuale.";http://www.comune.palermo.it/img/news/orgoglio_pregiudizi.jpg;09-OTT-13;http://www.comune.palermo.it/noticext.php?id=2818
69;TIRADRITTO STOP COCAINA. PALERMO 8 OTTOBRE 2013;Palermo ZEN San Filippo Neri 8 ottobre 2013 ore 11,30 - Tira Diritto STOP cocaina;http://www.comune.palermo.it/img/news/stop_cocaina.jpg;07-OTT-13;http://www.comune.palermo.it/noticext.php?id=2811
70;PARTITA DEL CUORE;Partita del Cuore presso il Velodromo - Paolo Borsellino - giorno 11/10/2013 alle ore 16,30. Una speranza per Giulia;http://www.comune.palermo.it/img/news/partita_del_cuore.jpg;04-OTT-13;http://www.comune.palermo.it/noticext.php?id=2785
71;PALERMO APRE LE PORTE;"Inagurazione della mostra ""Sicilsveziando"" alla presenza del console onorario Svedese - Venerdì 17/05/2013 ore 17.00 - Parco di Villa Pantelleria.";http://www.comune.palermo.it/img/news/la_scuola_105.png;17-MAG-13;http://www.comune.palermo.it/noticext.php?id=1891
72;PALERMO APRE LE PORTE;La campionessa mondiale di Kick boxing Antonella Esposito incontra le scuole - Venerdì 17/05/2013 ore 9.00 - Parco Uditore.;http://www.comune.palermo.it/img/news/la_scuola_105.png;17-MAG-13;http://www.comune.palermo.it/noticext.php?id=1890
73;ILLUSTRAMEETING;IllustraMeeting - Quando l'arte diventa professione, un momento di incontro dedicato al magico mondo dell'illustrazione. Martedì 14 maggio ai Cantieri Culturali alla Zisa. L'evento ha avuto il Patrocinio del Comune di Palermo;http://www.comune.palermo.it/img/news/illustramente_01.jpg;14-MAG-13;http://www.comune.palermo.it/noticext.php?id=1854
74;ESSERE GENITORI;"Bioscience Institute: ""Essere Genitori"" corsi di preparazione alla genitorialità - Sala delle Carrozze, Villa Niscemi. Dal 13 maggio al 17 giugno - partecipazione gratuita. L'evento ha avuto il Patrocinio del Comune di Palermo.";http://www.comune.palermo.it/img/news/genitorialita_01.jpg;13-MAG-13;http://www.comune.palermo.it/noticext.php?id=1688
75;FACCIO QUELLO CHE VOGLIO;"Presentazione del libro di Adriano Meis "" Faccio quello che voglio "" - Palazzo delle Aquile, Aula Consiliare lunedì 13 maggio ore 16.30. Saranno presenti l'autore e l'editore.";http://www.comune.palermo.it/img/news/meis_01.jpg;13-MAG-13;http://www.comune.palermo.it/noticext.php?id=1813
